area,businessScope,companyController,companyName,issuingAuthority,legalRepresentative,license,licenseDate,qualityRepresentative,registrationAddress,repositoryAddress,validTillDate
武昌区,处方药、非处方药（甲类、乙类）：中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、不含冷藏药品***,刘敏,武汉市汉深大药房连锁有限公司保康分店,武汉市武昌区食品药品监督管理局,——,鄂CB0275178,20161121,梅学进,武昌区静安上城2号楼1层商铺14号,由武汉市汉深大药房连锁有限公司配送,2020-01-28
洪山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品***,朱荔萱,国中医药连锁有限责任公司第九十六分店,武汉市洪山区食品药品监督管理局,——,鄂CB0277134,20161121,吴尚敏,洪山区厂前路84号,由国中医药连锁有限责任公司统一配送,2020-01-29
江夏区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,肖国祥,湖北心连心药房连锁有限责任公司中央大街店,武汉市江夏区食品药品监督管理局,***,鄂CB0279094,20161121,余芳,武汉市江夏区首席生态家园第1幢1单元1层商25、39、40号,湖北心连心药房连锁有限责任公司统一配送,2019-11-06
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、不含冷藏药品******,刘敏,武汉市汉深大药房连锁有限公司杨园分店,武汉市武昌区食品药品监督管理局,——,鄂CB0275387,20161121,张红霞,武昌区杨园街柴林头小区4-5号,由武汉市汉深大药房连锁有限公司配送,2020-01-28
江汉区,处方药(不含禁止类)、非处方药;中药饮片中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。******,郑红云,湖北益生天济大药房连锁有限公司福星华府店,武汉市江汉区食品药品监督管理局,***,鄂CB0276506,20161009,李婷婷,武汉市江汉区姑嫂树村K3地块福星华府第2，3幢1层商29号,由湖北益生天济大药房连锁有限公司统一配送,2021-10-08
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)、含冷藏药品***,赵冬枝,湖北中联大药房连锁有限公司铁机路分店,武汉市武昌区食品药品监督管理局,***,鄂CB0276509,20161010,邬海波,武汉市武昌区杨园街铁机路橡树湾商业街A7栋底商110、111号,由湖北中联大药房连锁有限公司配送,2021-10-09
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)、含冷藏冷冻药品***,郑红云,湖北益生天济大药房连锁有限公司东龙花园店,武汉市武昌区食品药品监督管理局,***,鄂CB0276496,20160929,蔡华丽,武昌区紫沙路3号东龙世纪花园金湖居3栋1-2层3室,由湖北益生天济大药房连锁有限公司配送,2021-09-28
青山区,处方药(禁止类除外)、非处方药（甲类、乙类）、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏冷冻药品***,朱孝娥,武汉海王星辰医药连锁有限公司建设二路店,武汉市青山区食品药品监督管理局,----,鄂CB0276223,20161009,张静,武汉市青山区建设二路66号,由武汉海王星辰医药连锁有限公司统一配送,2020-11-11
江岸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,刘进波,武汉市三九物流有限公司三九久恒兴药店,武汉市江岸区食品药品监督管理局,,鄂CB0271019,20160929,闻永慧,武汉市江岸区百步亭温馨苑AB210-8号,,2020-01-20
青山区,处方药(禁止类除外)、非处方药（甲类、乙类）、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏冷冻药品***,朱孝娥,武汉海王星辰医药连锁有限公司工业三路店,武汉市青山区食品药品监督管理局,----,鄂CB0276166,20161009,郭小玲,武汉市青山区107街特6号,由武汉海王星辰医药连锁有限公司统一配送,2020-10-13
黄陂区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,肖国祥,湖北心连心药房连锁有限责任公司歌林店,武汉市黄陂区市场监督管理局,***,鄂CB0276507,20161009,夏晴,武汉市黄陂区盘龙城经济开发区巨龙大道159号歌林花园38栋1层5室,***,2021-10-08
江岸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,刘进波,武汉市三九物流有限公司三九台北药店,武汉市江岸区食品药品监督管理局,,鄂CB0271033,20160929,王贝,武汉市江岸区台北路173号,,2019-12-09
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、含冷藏药品******,段娜,湖北德仁堂医药连锁有限公司武昌文化宫药店,武汉市武昌区食品药品监督管理局,——,鄂CB0275044,20160804,王莉琴,武昌区和平大道108号玉桥新都8.9号1层8室,由湖北德仁堂医药连锁有限公司配送,2019-11-26
蔡甸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,段娜,湖北德仁堂医药连锁有限公司工农路药店,武汉市蔡甸区食品药品监督管理局,------,鄂CB0278717,20160804,杜良刚,蔡甸区蔡甸街工农路548号,由湖北德仁堂医药连锁有限公司统一配送,2020-11-26
蔡甸区,处方药（禁止类除外）、非处方药、中药饮片；中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（疫苗除外）***,段娜,湖北德仁堂医药连锁有限公司蔡甸药店,武汉市蔡甸区食品药品监督管理局,---------,鄂CB0278605,20160804,王全生,蔡甸区蔡甸大街192号附13－14号,由湖北德仁堂医药连锁有限公司统一配送,2019-09-18
蔡甸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,段娜,湖北德仁堂医药连锁有限公司新福路药店,武汉市蔡甸区食品药品监督管理局,,鄂CB0278721,20160804,李正兰,武汉市蔡甸区蔡甸街新福路35号附2,由湖北德仁堂医药连锁有限公司统一配送,2019-12-30
蔡甸区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,赵冬枝,湖北中联大药房连锁有限公司龙家巷分店,武汉市蔡甸区食品药品监督管理局,***,鄂CB0274318,20160804,胡静文,武汉市蔡甸区蔡甸街龙家巷2号,由湖北中联大药房连锁有限公司统一配送,2020-11-29
江岸区,处方药(不含禁止类)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)。（不含冷藏冷冻药品）***,陈四娥,湖北同济堂药房有限公司新龙和苑药店,武汉市江岸区食品药品监督管理局,***,鄂CB0276399,20160804,盛宝先,武汉市江岸区机电路39号新龙和苑1号商铺栋1层26室,***,2021-08-03
江汉区,处方药(禁止类除外)、非处方药；中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)*****,段娜,湖北德仁堂医药连锁有限公司复兴村药店,武汉市江汉区食品药品监督管理局,***,鄂CB0272255,20160803,陈莉,江汉区发展大道115号,由湖北德仁堂医药连锁有限公司统一配送,2019-10-07
江汉区,处方药(禁止类除外)、非处方药；中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)******,段娜,湖北德仁堂医药连锁有限公司香江路药店,武汉市江汉区食品药品监督管理局,***,鄂CB0272260,20160803,彭爱莉,江汉区天门墩路46号,由湖北德仁堂医药连锁有限公司统一配送,2019-10-22
洪山区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵冬枝,湖北中联大药房连锁有限公司群光分店,武汉市洪山区食品药品监督管理局,——,鄂cb0277014,20160628,夏丽娟,洪山区珞瑜路6号,由湖北中联大药房连锁有限公司统一配送,2019-07-13
经济技术开发区（汉南区）,处方药(不含禁止类)、非处方药：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)（含冷藏冷冻药品）***,胡兴尧,武汉市兴尧大药房有限公司,武汉经济技术开发区（汉南区）行政审批局,胡兴尧,鄂DA0276320,20160621,张晓,武汉市汉南区纱帽街育才路与兴业大道交汇处东南角博学阳光城第A幢1-3层（5）商（复式）号房,无,2021-06-20
江岸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵冬枝,湖北中联大药房连锁有限公司台北路分店,武汉市江岸区食品药品监督管理局,王昌勇,鄂CB0271051,20160622,安靖,武汉市江岸区台北路132号,,2019-12-12
江岸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵冬枝,湖北中联大药房连锁有限公司好又多分店,武汉市江岸区食品药品监督管理局,王昌勇,鄂CB0201130,20160622,黄利华,武汉市江岸区黄兴路28号,,2019-12-12
东湖新技术开发区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,余雯惠,武汉修正堂大药房连锁经营有限公司葛化店,武汉东湖新技术开发区市场监督管理局,,鄂CB0270919,20160622,李青锋,武汉东湖高新技术开发区左岭镇葛化街化工北路七号,,2021-02-02
江岸区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵冬枝,湖北中联大药房连锁有限公司金桥分店,武汉市江岸区食品药品监督管理局,王昌勇,鄂CB0271211,20160622,谢琦,武汉市江岸区后湖新地东方华府1幢1号第一层商铺,,2020-08-31
江夏区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,胡丽萍,武汉金莲花大药房有限公司高新六路店,武汉市江夏区食品药品监督管理局,,鄂DB0279098,20160622,刘静,武汉市江夏区长咀村商住楼4栋1层07-08号商铺,,2021-01-19
武昌区,处方药(禁止类与限制类药品除外);生物制品(除疫苗外)***,殷琪,武汉宏翔惠康生物制品有限公司,武汉市武昌区食品药品监督管理局,张彪,鄂DA0275540,20160623,鲁晓伍,武昌区彭刘杨路平湖门商住楼（江畔新城）1层商铺,--,2020-06-11
江岸区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,黄晶,武汉市好药师永明大药房有限公司,武汉市江岸区食品药品监督管理局,丁朝永,鄂CB0271431,20160414,蔡艳红,武汉市江岸区秀泽园北区26栋1层6室,,2021-04-13
经济技术开发区（汉南区）,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,刘贇,武汉市百岁康大药房有限公司,武汉市开发区食品药品监督管理局（武汉经济技术开发区）,孔新忠,鄂BA0270683,20160325,李丹,武汉经济技术开发区东风大道36号16#（新华工业园内）二楼,武汉经济技术开发区东风大道36号16#（新华工业园内）一楼,2021-03-24
蔡甸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,肖雄,武汉市蔡甸区回春堂大药房,武汉市蔡甸区食品药品监督管理局,,鄂DB0278825,20160324,徐葳,武汉市蔡甸区永安街永兴街290号,,2021-03-23
洪山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,方向明,武汉现代人大药房有限公司金地米伦店,武汉市洪山区食品药品监督管理局,,鄂DA2016032901,20160329,陈姝,洪山区南李路27号圣爱米伦第4幢1层8号,,2021-03-28
洪山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,何如桂,武汉市修合堂大药房有限公司邮科院店,武汉市洪山区食品药品监督管理局,,鄂DA2016032801,20160328,陈地,洪山区邮科院路88号综合服务楼一层,,2021-03-27
